Player,Team,Age,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Ed Curnow,Carlton,24,21,8.305,73.286,70.524,16,0.842,85.286,8.667,7.857,16.524,69.452,61.538,78.182,52.45,1.857,0.667,204,12.346,2.381,6.94,3.048,5.422,7.667,8.095,15.762,48.64,2.524,6.381,1.048,1.381,2.429,3.429,0.238,0.286,0.19,0.238,0.667,0.952,-0.286,0,0,0,,0,,4.714,0.429,0.524,36.364,0.667,35.714,6,0.286,0.143,0.476,0.19,60,4.238,15.641,1.429,1.048,1.286,12.619,0.524
Eddie Betts,Carlton,27,18,9.794,67.5,61.111,9,0.562,78.167,6.944,4.722,11.667,71.429,60.8,87.059,59.524,1.389,0.111,142.778,12.238,1.556,7.5,2.222,5.25,6.111,5.5,11.611,52.632,1.611,4.333,0.722,1.056,1.778,2.722,0.389,1.278,0.278,0.444,0.944,0.556,0.389,0,0,0,,0,,3.389,1.222,0.222,,1.444,30.769,27,1.5,0.833,2.5,1.278,60,5.333,20.382,0.944,0.167,0.889,12.556,0.333
Elliot Yeo,Brisbane,20,19,7.958,61.895,58.053,0,0,90.053,8.368,6.105,14.474,74.909,74.214,75.862,57.818,1.421,3.316,288.474,19.931,1.895,7.639,3,4.825,5.158,8.895,14.053,36.704,5.526,3.895,0.105,0.474,0.579,4.263,0.632,0,1.526,0.053,0.368,0.632,-0.263,0,0,0,,0,,2.263,0.053,1.526,17.241,0.105,,1,0.053,0.105,0.158,0.053,,2.684,10.921,0.842,1.053,2.526,9.632,2.105
Elliott Kavanagh,Essendon,20,3,6.067,47.667,54.333,0,0,76,6.333,7,13.333,63.333,,,47.5,2.333,1.333,170,11.333,3.667,3.636,4.5,3.333,5,8.333,13.333,37.5,1,2.5,0.333,1.333,1.667,3,0.333,0,0.5,0.5,0.333,1.333,-1,0,0,0,,0,,3,1,0.5,,0.5,,2,0.667,0,0.5,0.333,,2,8.696,0.5,0,0,12,0
Eric Mackenzie,West Coast,25,20,9.63,68.5,52.15,6,0.3,95.05,7.3,4.45,11.75,78.723,73.973,86.517,62.128,1.1,2.75,247.95,21.102,2.05,5.732,2.4,4.896,4.7,6.9,11.6,40.517,5.05,3.35,0,0.2,0.2,4.25,0.7,0.05,1.15,0.05,0.45,1.2,-0.75,0.25,0.262,0.2,,0,,2.65,0,4.55,15.385,0.1,,3,0.15,0.05,0.2,0.05,,1.75,7.028,0.7,0.8,9.05,9.7,7.95
Farren Ray,St Kilda,27,19,8.063,79.579,82.684,7,0.368,86.053,13.632,7.632,21.263,73.02,65.637,86.207,64.109,3.789,1.632,369.789,17.391,2.842,7.481,4.263,4.988,5.947,15.421,21.368,27.833,3.368,4.368,0.316,1.158,1.474,5.789,0.632,0.263,0.632,0.158,0.368,0.789,-0.421,0.368,0.427,0.368,,0.105,,2.368,0.263,0.526,50,0.263,,3,0.158,0.368,0.632,0.263,25,4.316,18.894,1.211,1.947,1.474,10.737,0.895
Garrick Ibbotson,Fremantle,25,13,12.185,94.538,92.308,25,1.923,97.769,14.692,7,21.692,77.305,72.251,87.912,67.73,2,3.154,359.231,16.56,1.615,13.429,4.231,5.127,7,14.769,21.769,32.155,7.692,5.154,0,0.385,0.385,8.154,0.769,0.154,2.538,0,0.769,0.462,0.308,0,0,0,,0,,2.462,0,1.385,22.222,0.077,,1,0.077,0.077,0.154,0.154,,3.462,15.734,1.308,0.385,2.769,10.846,2.077
Gary Ablett,Gold Coast,29,21,20.086,128.857,114.619,95,4.524,93.952,16.333,14.857,31.19,67.023,57.434,77.564,52.366,5.381,1.857,497.19,15.94,3.476,8.973,5,6.238,14.905,15.857,30.762,48.452,3.429,11.381,2.381,3.524,5.905,3.476,0.429,0.571,0.429,0.667,1.667,1.19,0.476,0.143,0.16,0,,0,,4.571,0.667,0.429,,2.238,31.915,28,1.333,1.095,2.667,0.81,50,8.524,34.757,2.143,1.19,0.81,16.286,0.524
Gary Rohan,Sydney,22,5,5.5,33.8,35.4,0,0,58.6,3.6,1.4,5,76,,,72,1.2,0,83.2,16.64,0.8,6.25,0.8,6.25,1.6,3.6,5.2,30.769,0.8,0.6,0,0,0,2.4,0.2,1,0,0.8,0.8,0.4,0.4,0,0,0,,0,,2.2,0.6,0,,2.4,8.333,5,1,0.2,1.6,0.4,,2.6,13.542,0.4,0.2,1.2,13.4,1.2
George Burbury,Geelong,21,2,3.55,57,54,0,0,78.5,5,6,11,63.636,,,45.455,1.5,0,148,13.455,2.5,4.4,2.5,4.4,4.5,7,11.5,39.13,1.5,3,0,0,0,1.5,0.5,1,0.5,0.5,0.5,1,-0.5,0,0,0,,0,,4.5,2.5,0.5,,3.5,,2,1,1,2,1,,5,16.949,0.5,0,2,16,1.5
George Horlin-Smith,Geelong,21,8,7.812,61.125,55.75,3,0.375,60.125,6.375,8.375,14.75,69.492,64.706,73.134,43.22,1.875,0.75,164.375,11.144,1.375,10.727,2.25,6.556,7.25,7.5,14.75,49.153,2.5,5.625,0.625,1.875,2.5,2.875,0.125,0,0.25,0.125,0.875,0.375,0.5,0.25,0.283,0,,0,,2.25,0.375,0,,0.375,,3,0.375,0.25,0.875,0.125,,3.75,12.552,1.25,0,0.75,10.375,0.5
Gerald Ugle,Greater Western Sydney,20,2,2.2,36.5,38,0,0,75,5,5,10,60,,,50,0.5,1,66,6.6,2.5,4,2,5,3.5,6,9.5,,0.5,3.5,0,1,1,2,0,0,0,0,0,1,-1,0,0,0,,0,,2.5,1,0,,0,,0,0,0,0,0,,2.5,11.111,0.5,0,0,16.5,0
Graham Johncock,Adelaide,31,2,8.05,56.5,44,0,0,83,6,3,9,,,,,2,0,170,,1,9,2,4.5,6.5,3,9.5,,2,3,0,0,0,2.5,1,0.5,0,0,2,1,1,0,0,0,,0,,1.5,1,0,,2.5,,2,1,1.5,2.5,0.5,,5,17.857,0.5,0.5,0.5,9,0
Grant Birchall,Hawthorn,25,17,11.706,94,83.118,27,1.929,78.471,14.118,9.765,23.882,83.744,79.583,89.759,59.113,2.882,3.412,399.882,16.744,1.706,14,3.294,7.25,5.647,17.176,22.824,24.742,5.353,4.471,0.294,0.529,0.824,4.765,0.412,0.059,1,0,0.529,0.412,0.118,0,0,0,,0,,1.353,0,1.588,37.037,0.059,,6,0.353,0.118,0.529,0.353,,5.471,18.452,1.882,1.294,1.529,8.412,1.176
Greg Broughton,Gold Coast,27,17,8.547,72,65.118,5,0.294,88.647,8.529,8.941,17.471,80.808,77.931,83.553,48.822,0.647,2,175,10.017,1.882,9.281,2.471,7.071,6.588,10.412,17,38.754,5.765,5.235,0.353,0.706,1.059,4,0.588,0.176,1.059,0.176,0.706,0.941,-0.235,0,0,0,,0,,2.765,0.235,1.176,20,0.294,,2,0.118,0,0.176,0.176,,3.294,13.176,1.176,0.353,2.706,9.765,1.882
Hamish Hartlett,Port Adelaide,23,22,12.305,89.455,81.455,38,1.9,77.045,12.136,7.955,20.091,69.231,62.172,80,60.407,3.682,1.182,392.273,19.525,2.682,7.492,3.818,5.262,8,12,20,40,3.409,6.5,1,2,3,3.318,0.045,0.136,0.591,0.182,0.818,1,-0.182,0.273,0.29,0.273,,0.091,,3.955,0.591,0.318,,0.545,8.333,16,0.727,0.909,1.955,0.273,37.209,5.818,22.655,1.455,0.682,1.091,15.182,0.636
Harley Bennell,Gold Coast,21,15,12.933,96.533,85.4,22,1.467,85.933,13.2,9.467,22.667,67.647,58.586,80.282,58.235,3.533,1.933,398.667,17.588,2.933,7.727,4.933,4.595,8,14,22,36.364,2.267,5.933,0.733,2.067,2.8,3.667,0.4,0.733,0.133,0.267,0.667,0.8,-0.133,0.533,0.59,0.533,,0.067,,2.067,0.533,0.2,,1.267,47.368,19,1.267,1.2,2.8,0.733,45.238,5.867,24.11,1.133,1.933,1.067,13.733,0.6
Harry Cunningham,Sydney,20,5,4.78,37,37.8,0,0,57.6,4,4.2,8.2,82.927,80,85.714,48.78,1.2,0.2,112.6,13.732,0.2,41,0.6,13.667,2,6.2,8.2,24.39,1.2,1.8,0,0,0,2.2,0,0.2,0,0.2,0.2,0,0.2,0,0,0,,0,,1.4,0,0,,0.2,,4,0.8,0.2,1,0.4,,3,12.712,0.6,0.4,0,6.2,0
Harry Taylor,Geelong,27,24,13.575,92.583,76.167,40,1.905,92.292,11.083,5.625,16.708,78.055,74.812,84.444,66.334,1.833,3.792,327.75,19.616,1.167,14.321,2.833,5.897,6.625,10.25,16.875,39.259,6.458,3.792,0.083,0.25,0.333,7.333,1.542,0.75,2.167,0.167,0.5,0.375,0.125,0.167,0.19,0.167,,0.083,,1.5,0.25,2.875,10.145,1.417,38.235,15,0.625,0.375,1.25,0.25,50,4.042,14.119,1.208,0.208,6.667,7.75,5.5
Hayden Ballantyne,Fremantle,26,21,8.49,69.571,69.714,39,2.167,77.667,9.714,3.429,13.143,55.598,50.785,69.118,73.913,3.048,0.143,235.75,18.205,2.905,4.525,3.5,3.7,5.524,8,13.524,40.845,1.3,3.6,0.095,0.429,0.524,3.905,0.143,1.429,0.1,1.3,1.571,1.095,0.476,0,0,0,,0,,3.143,1.55,0.2,,1.85,21.622,34,1.619,1.429,3.5,0.81,47.143,6.05,23.913,0.95,0.571,1.095,13.05,0.45
Hayden Crozier,Fremantle,20,9,7.978,59.111,58.333,0,0,67.667,8.333,2.778,11.111,76,69.333,96,75,2.333,0.778,243.222,21.89,0.444,25,2.778,4,3.667,7.444,11.111,33,1.111,2.444,0.111,0.778,0.889,3.667,0.111,0.667,0.222,0.111,1,0.222,0.778,0,0,0,,0,,2.333,0.778,0,,0.444,,10,1.111,0.444,1.667,0.333,66.667,4.333,20.635,0.333,0.111,0.444,14.889,0.333
Heath Grundy,Sydney,27,25,8.924,66.24,55.92,2,0.091,97.88,7.92,8,15.92,80.151,73.232,87,49.749,0.76,2.64,203.44,12.779,2.04,7.804,2.44,6.525,5.12,10.48,15.6,32.821,6.16,4.08,0,0.08,0.08,3.88,0.52,0.08,1.52,0.04,0.44,0.76,-0.32,0,0,0,,0,,1.52,0,3.08,23.377,0.04,,1,0.04,0.04,0.08,0.08,,2.52,9.844,1.16,0.28,6.24,7.4,5.84
Heath Hocking,Essendon,26,17,8.088,68.118,71.412,14,0.824,82.529,8.118,8,16.118,73.462,64.062,82.576,50.365,2.353,1,179.062,11.019,2.176,7.405,2.562,6.341,6.824,8.941,15.765,43.284,2.062,4.688,1.588,1.765,3.353,3.118,0.118,0.118,0.25,0.062,0.882,0.941,-0.059,0.062,0.072,0.059,,0.062,,5.353,1.062,0.562,,0.312,,5,0.294,0.412,1,0.294,31.25,4.625,17.011,1,0.176,1.176,18.25,0.562
Heath Scotland,Carlton,33,20,8.7,82.3,80.5,8,0.444,83.65,12.95,8.8,21.75,73.103,69.112,78.977,59.54,3.05,1.9,349.6,16.074,2.6,8.365,4.25,5.118,6.8,14.75,21.55,31.555,4.05,5.6,0.3,1.65,1.95,5.15,0.15,0.2,0.7,0,0.75,1.05,-0.3,0,0,0,,0,,2.3,0.15,0.7,21.429,0.1,,5,0.25,0.3,0.65,0.3,38.462,4.95,17.967,0.9,0.7,1.35,11.4,1
Heath Shaw,Collingwood,28,20,12.275,95.6,79.55,20,1.053,89.8,13.9,5.65,19.55,78.517,77.338,81.416,71.1,1,4.1,364.7,18.655,2.3,8.5,2.75,7.109,5.4,12.95,18.35,29.428,7,4.05,0.05,0.45,0.5,5.7,0.5,0.1,1.95,0.05,0.45,1.2,-0.75,0,0,0,,0,,3,0.15,2.9,20.69,0.2,,1,0.05,0.3,0.4,0.2,,4,14.652,1.95,3.85,3.95,7.1,2.9
Heritier Lumumba,Collingwood,27,19,11.332,87.368,86.947,23,1.278,89,13.842,8.474,22.316,72.406,68.061,79.503,62.028,3.105,3,414.842,18.59,2.684,8.314,4.684,4.764,6.368,16.158,22.526,28.271,4.211,4.947,0.368,1.053,1.421,5.526,0.368,0.368,1.053,0.053,0.789,0.526,0.263,0.053,0.063,0.053,,0,,2.474,0.368,0.842,0,0.158,,7,0.368,0.526,1.105,0.421,33.333,5.105,19.208,1.789,1.474,2.053,10.526,1.421
Ian Callinan,Adelaide,31,6,10.5,66.5,52.833,0,0,77.5,5.667,6,11.667,75.714,61.765,88.889,48.571,2.833,0,149.667,12.829,1.333,8.75,2.333,5,6,5.667,11.667,51.429,0.667,3.833,0,0.833,0.833,1.833,0.667,0.667,0,0.333,1,0.833,0.167,0,0,0,,0,,2.833,0.667,0,,2.5,33.333,8,1.333,0.5,2,0.833,66.667,5.667,21.118,0.333,0.5,1.167,11,0.167
Isaac Smith,Hawthorn,25,24,10.275,80.875,83.708,9,0.429,84.417,11.917,8.042,19.958,71.399,64.685,81.347,59.708,3.333,1.833,353.833,17.729,1.875,10.644,2.958,6.746,5.875,13.875,19.75,29.747,2.042,4.458,0.208,1.625,1.833,4.667,0.083,0.625,0,0.333,0.708,0.667,0.042,0.333,0.357,0.333,,0.083,,3.417,0.458,0.5,50,0.833,20,18,0.75,0.667,1.625,0.375,46.154,6.042,20.451,1.208,0.958,1.458,14.5,0.75
Ivan Maric,Richmond,27,20,12.31,98.95,75.1,8,0.421,89.1,5.95,6.9,12.85,73.541,63.025,82.609,46.304,1,0.7,122.9,9.564,1.7,7.559,1.6,8.031,7.3,5.85,13.15,55.513,1.75,4.2,1.8,1.8,3.6,3.35,0.75,0.65,0.85,0.45,1.05,1.4,-0.35,63.7,71.293,23.2,36.421,7.5,32.328,2.5,0.35,0.55,18.182,1.95,20.513,10,0.5,0.35,0.9,0.4,55.556,4.7,17.603,2.5,0.2,2.8,12.7,1.85
Jack Crisp,Brisbane,20,2,3.45,44,48.5,0,0,79.5,5.5,2,7.5,,,,,1.5,1,118.5,,1.5,5,1.5,5,2.5,5,7.5,,0,2,0.5,0.5,1,2.5,0,0.5,0,0.5,0.5,0.5,0,0,0,0,,0,,4.5,1,0,,0.5,,1,0.5,0.5,1,0,,1.5,9.091,0,0.5,0.5,21.5,0.5
Jack Darling,West Coast,21,21,10.929,76.619,69.095,34,1.619,88.857,8,3.81,11.81,65.323,63.69,68.75,67.742,2.143,0.143,195.476,16.552,1.619,7.294,2.429,4.863,6.476,5.81,12.286,52.713,1.571,3.524,0,0.19,0.19,4.571,1.19,1.905,0.238,1.571,1.381,0.667,0.714,0.095,0.099,0.048,,0,,2.762,1.286,0,,4.571,28.125,42,2,1.286,3.714,0.762,53.846,5.905,22.752,0.619,0.476,1.571,13.571,0.81
Jack Fitzpatrick,Melbourne,22,11,9.064,64.455,60.273,1,0.091,82.455,6.727,3.182,9.909,68.807,64.865,77.143,67.89,1.727,0.091,154.455,15.587,1.364,7.267,1.818,5.45,4.909,4.909,9.818,50,1.545,3,0.273,0.455,0.727,4.182,0.909,1.364,0.273,1.182,1.091,0.545,0.545,19.455,20.189,6.545,33.645,1.636,25,1.545,0.364,0.364,,3,24.242,15,1.364,0.818,2.727,0.727,50,4.727,25.49,0.818,0.182,1,6.364,0.909
Jack Frost,Collingwood,21,2,9.8,55.5,42,0,0,70.5,5,3,8,,,,,1,1.5,167,,1.5,5.333,0.5,16,5.5,2.5,8,,5.5,5.5,0,0,0,1.5,0,0,0,0,0,0.5,-0.5,0,0,0,,0,,4.5,0,1,,0,,0,0,0,0,0,,1.5,5.66,1,0,4.5,9.5,3.5
Jack Grimes,Melbourne,24,15,7,80.933,76.8,2,0.133,81.333,10,8.267,18.267,74.453,64,87.097,54.745,1.467,2.4,287.267,15.726,1.733,10.538,3.467,5.269,6.6,11.8,18.4,35.87,3.333,4.933,0.533,1.8,2.333,4.6,0.067,0,0.533,0,1.067,0.667,0.4,0.067,0.068,0,,0,,4.2,0.133,0.8,25,0.067,,1,0.067,0.2,0.4,0.333,,3.267,17.193,1.2,1.2,1.267,15.067,0.867
Jack Gunston,Hawthorn,22,23,11.904,88.174,79.739,9,0.45,82.739,9.913,5.522,15.435,75.493,70.175,85.039,64.225,1.913,0.609,254,16.456,1,15.435,2.261,6.827,5.565,10,15.565,35.754,1.652,3.913,0.13,0.522,0.652,5.565,0.826,1.565,0.217,1.348,0.478,0.304,0.174,0.043,0.047,0.043,,0.043,,2.478,1,0.087,,2.826,36.923,46,2,0.739,2.783,0.522,71.875,6.478,22.372,0.826,0.217,1.174,12.913,0.609
Jack Hannath,Fremantle,22,12,6.025,46.917,39.917,0,0,78.167,4.083,3.083,7.167,76.744,71.429,83.784,56.977,0.833,0.583,94.917,13.244,1.167,6.143,1,7.167,3.167,3.833,7,45.238,1.333,1.667,0.167,0,0.167,2.583,0.667,0.583,0.417,0.25,0.75,0.917,-0.167,22.75,24.863,5.833,25.641,1.5,25.714,1.583,0.5,0.333,,1.583,10.526,7,0.583,0.083,0.667,0.083,,2.083,9.804,0.5,0,1.583,6.167,1.167
Jack Hombsch,Port Adelaide,20,6,9.267,76.5,66.333,0,0,90.5,9.333,6.833,16.167,82.474,82.143,82.927,57.732,1.833,3.333,261,16.144,1.667,9.7,4,4.042,4.667,11.5,16.167,28.866,5.833,3,0,0.5,0.5,5.5,0.333,0,1.833,0,1,0.5,0.5,0.167,0.163,0,,0,,2.167,0,4,16.667,0.5,,0,0,0,0,0,,2.333,9.524,0.833,0.333,6,8.333,5.5
Jack Hutchins,Gold Coast,21,10,4.7,40.5,44.3,0,0,66.9,7.1,2.7,9.8,74.49,66.197,96.296,72.449,1.4,1.8,219.6,22.408,2.3,4.261,2.3,4.261,2.7,6.8,9.5,28.421,2.2,2.3,0,0.3,0.3,2.9,0.1,0.1,0.2,0,0.3,0.9,-0.6,0.1,0.111,0.1,,0,,2.3,0.2,0.7,,0.8,,3,0.3,0.2,0.8,0.2,,2.3,8.949,0.4,0.2,2,8.6,1.7
Jack Macrae,Western Bulldogs,19,13,7.885,61.385,63.538,0,0,64.769,7.692,10.231,17.923,72.961,56,85.714,42.918,2.308,1.308,268.538,14.983,2.154,8.321,3.077,5.825,6.462,11.769,18.231,35.443,2.538,4.692,0.154,1.462,1.615,2.692,0.077,0.077,0.154,0,1.308,0.538,0.769,0,0,0,,0,,2.692,0.308,0,,0.615,,3,0.231,0.077,0.462,0.538,,3.462,16.484,0.769,1.231,0.385,9.769,0.154
Jack Newnes,St Kilda,20,18,3.761,58.167,59.611,1,0.056,83.111,8.722,6.444,15.167,74.725,68.153,83.621,57.509,1.722,1.5,210.389,13.872,1.833,8.273,2.389,6.349,3.611,11.611,15.222,23.723,2.722,2.833,0,0.389,0.389,4.5,0.111,0.056,0.389,0.056,0.444,0.944,-0.5,0,0,0,,0,,2.333,0.444,1.333,54.167,0.056,,0,0,0.111,0.167,0.333,,3.111,14.07,0.833,0.111,0.778,12.278,0.5
Jack Redden,Brisbane,23,22,11.318,97.955,94.864,20,0.909,83.455,11.182,10.682,21.864,74.187,67.227,81.614,51.143,2.682,1.5,278.524,12.688,2.955,7.4,3.333,6.586,9.591,12.636,22.227,43.149,3.048,5.952,1.818,2.227,4.045,4.045,0.409,0.273,0.381,0.238,1.409,1.409,0,1.048,1.147,1.136,100,0.238,22.727,6.682,0.667,0.333,,0.429,,9,0.409,0.318,0.762,0.545,56.25,5.19,21.165,1.714,0.136,1.5,18.81,0.762
Jack Riewoldt,Richmond,25,22,12.086,84,73.455,19,0.905,94.5,9.773,3.136,12.909,62.676,58.14,76.812,75.704,1.955,0.182,208.636,16.162,2.545,5.071,2.818,4.581,6.364,6.273,12.636,50.36,1.318,3.318,0.091,0.182,0.273,5.091,1.409,3.227,0.182,1.727,1.318,1.273,0.045,0.273,0.297,0.136,,0.045,,1.909,0.818,0.136,,3.455,28.947,58,2.636,1.5,4.909,1.182,53.704,7.591,28.02,0.909,0.091,1.182,12.455,0.636
Jack Steven,St Kilda,23,22,14.227,109.955,98.227,48,2.182,79,14.182,12.682,26.864,70.389,59.936,82.079,52.792,3.864,1.545,414.682,15.437,2.682,10.017,4.545,5.91,10.864,16.5,27.364,39.701,2.227,7.864,2.273,3.091,5.364,3.773,0.136,0.409,0.273,0.136,1.273,0.955,0.318,0.045,0.052,0.045,,0,,3.955,0.455,0.091,,0.318,,16,0.727,0.364,1.136,0.682,64,6.636,29.435,1.591,2.318,0.955,20,0.364
Jack Trengove,Melbourne,22,20,7.835,75,78.05,0,0,83.4,9.5,8.4,17.9,68.436,56.842,81.548,53.073,1.8,1.35,239.75,13.394,2.3,7.783,3.5,5.114,6.35,11.5,17.85,35.574,1.9,5,0.4,1.1,1.5,4.3,0.3,0.5,0.05,0.15,0.7,1,-0.3,0.5,0.518,0.4,,0.2,,4.7,0.6,0.35,,0.55,18.182,9,0.45,0.25,1.05,0.25,42.857,3.35,17.772,0.5,0.2,0.85,18.5,0.5
Jack Viney,Melbourne,19,13,7.6,71.923,69.077,4,0.308,72.538,9.077,8.385,17.462,60.793,45.763,77.064,51.982,2.077,1.231,249.385,14.282,2.538,6.879,3.615,4.83,9.231,8.538,17.769,51.948,1.462,6.154,1.923,2.462,4.385,2.846,0.231,0.385,0.231,0.308,1.462,1.077,0.385,0,0,0,,0,,4.154,0.462,0.077,,0.231,,3,0.231,0.308,0.769,0.231,30,3.538,18.4,0.923,0.308,0.462,18.846,0.077
Jack Watts,Melbourne,22,18,10.15,76.222,67.389,13,0.722,91.5,8.722,6.111,14.833,77.154,73.248,82.727,58.801,1.389,1.778,217.556,14.667,1.722,8.613,2.611,5.681,5.111,9.611,14.722,34.717,2.722,3.889,0,0.333,0.333,5.278,0.556,1.222,0.722,1.056,0.444,0.778,-0.333,2.611,2.723,0.611,23.404,0.111,,1.611,0.444,0.389,,2,13.889,22,1.222,0.667,2,0.389,61.111,4.444,23.81,0.722,0.444,1.722,11.722,1.111
Jack Ziebell,North Melbourne,22,18,11.911,95.222,94.667,44,2.444,72.667,14.389,6.667,21.056,62.849,55.918,77.876,68.338,3.611,1.5,353.353,16.779,3.556,5.922,4.941,4.262,11,9.944,20.944,52.52,2.059,7.059,3.111,2.111,5.222,3.722,0.389,0.722,0.353,0.647,1.5,1.056,0.444,0.059,0.067,0,,0,,5.389,1.059,0.353,,0.765,30.769,20,1.111,0.444,1.941,0.389,60.606,5.765,20.041,1.824,0.111,1.167,16.765,0.471
Jackson Allen,Gold Coast,20,3,3.3,36.667,40.667,0,0,72.333,7,1,8,79.167,80.952,,87.5,1,1,173,21.625,0.667,12,1.333,6,1.333,6,7.333,18.182,1.333,1.333,0,0,0,4,0,0,0,0,0,0.333,-0.333,0,0,0,,0,,1.667,0,1,,0,,0,0,0,0,0,,1.333,5.479,0,0.667,0.667,12.667,0.667
Jackson Ferguson,St Kilda,21,1,2.4,8,-6,0,0,50,0,3,3,,,,,0,1,-1,,4,0.75,0,,3,0,3,,2,3,0,0,0,0,0,0,0,0,0,4,-4,0,0,0,,0,,0,0,3,,1,,0,0,0,0,0,,1,6.667,0,0,3,2,3
Jackson Merrett,Essendon,20,13,5.215,49.308,50.615,0,0,76.538,6.538,4.385,10.923,68.31,61.176,78.947,59.859,1.846,0.462,146.538,13.415,1.462,7.474,1.769,6.174,3.846,6.923,10.769,35.714,1.462,3.077,0.077,0.231,0.308,2.769,0,0.308,0.077,0.077,0.692,0.923,-0.231,0,0,0,,0,,3.231,1.154,0,,1,38.462,6,0.462,0.308,1,0.769,46.154,4,13.83,0.538,0.077,0.615,13.231,0.462
Jackson Thurlow,Geelong,19,4,9.35,66.25,59.75,0,0,82,7.75,7.25,15,80,77.419,82.759,51.667,3,1.75,283.5,18.9,1,15,1.5,10,5.25,10,15.25,34.426,4,4.75,0,0.25,0.25,3.75,0.5,0.75,0.75,0.25,0,0,0,0,0,0,,0,,2.25,0,0.75,,0.25,,1,0.25,0.25,0.5,0.75,,5.5,18.803,1.25,0.25,1.25,11.75,1
Jackson Trengove,Port Adelaide,23,17,7.606,53.941,45.176,5,0.333,90.882,5,6.706,11.706,79.899,65.882,90.351,42.714,1.118,1.294,136.412,11.653,1.882,6.219,1.294,9.045,4.941,6.588,11.529,42.857,5.412,3.235,0.176,0.176,0.353,2.941,0.529,0.118,0.941,0,1.118,1.059,0.059,3,3.297,1.353,45.098,0.294,21.739,2.059,0,2.471,35.714,0.471,,1,0.059,0.059,0.176,0.059,,3.176,12.054,1.235,0.176,4.529,9.118,3.882
Jacob Brennan,West Coast,23,10,4.41,46.7,47.6,0,0,82.8,7.3,3.1,10.4,68.269,64.384,77.419,70.192,1.3,2.1,232.5,22.356,2.2,4.727,2.4,4.333,3.3,7.2,10.5,31.429,3.8,2.5,0,0.1,0.1,3.7,0.3,0.1,0.9,0.1,0.5,0.9,-0.4,0,0,0,,0,,2.6,0,1.6,37.5,0.1,,0,0,0.2,0.4,0.4,,2.3,7.85,0.4,0.4,3,12.1,2.2
Jacob Gillbee,Gold Coast,21,3,8.933,47.667,39,0,0,70.667,4.667,7,11.667,68.571,,90.476,40,1,0,115.333,9.886,0,,1.667,7,6,5.333,11.333,52.941,1.333,6,0,0.333,0.333,1,0,0.333,0,0.333,0,0,0,0,0,0,,0,,1.333,0.333,0,,2.333,,1,0.333,0.667,1.333,0.667,,5.333,20.513,1,0.333,0.667,13.333,0
Jacob Townsend,Greater Western Sydney,20,8,3.363,39,48.125,0,0,69.625,6.25,5.375,11.625,64.516,46,86.047,53.763,2,0.375,102.75,8.839,2.5,4.65,3.25,3.577,5,6.5,11.5,43.478,1.75,4,0.375,0.875,1.25,2.625,0.125,0,0.375,0.125,0.625,0.875,-0.25,0.125,0.125,0.125,,0,,3.125,0.375,0,,0.625,,0,0,0.125,0.375,0.375,,2.375,11.875,0.625,0,0.625,12.5,0.125
Jaeger O'Meara,Gold Coast,19,22,11.336,90.136,89.182,32,1.455,82.864,10.5,11.136,21.636,69.958,59.74,79.592,48.529,3,1.273,303.409,14.023,3.091,7,3.636,5.95,9.5,12.455,21.955,43.271,2.364,7.318,1.545,2.409,3.955,4.409,0.318,0.455,0.364,0.227,0.591,1.273,-0.682,0.364,0.408,0.364,,0.091,,5.045,0.727,0.318,,0.318,,16,0.727,0.5,1.5,0.455,48.485,5.773,23.606,1.227,1,0.864,20.409,0.455
Jake Batchelor,Richmond,21,9,6.778,58.444,50.444,0,0,85.778,8.333,3.222,11.556,80.769,77.333,89.655,72.115,1,2.111,183.333,15.865,2.111,5.474,1.778,6.5,3.778,7.889,11.667,32.381,4.222,3,0,0.333,0.333,4.444,0.222,0,1.111,0.111,0.333,0.778,-0.444,0,0,0,,0,,1.889,0,1.444,30.769,0.222,,0,0,0.111,0.111,0.111,,2.444,9.167,0.556,0,4,7.778,3.333
